municipio,actividad_principal,codigo_ciiu,cargo_del_solicitante,clasificación_de_la_empresa,sector_económico
bello,elaboración de productos alimenticios.,c.10.,gerente,mediana,no dato
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,no dato
medellin,expendio de bebidas alcohólicas para el consumo dentro del establecimiento.,i.56.563.,administrador,pequeña,no dato
medellin,expendio de bebidas alcohólicas para el consumo dentro del establecimiento.,i.56.563.,administrador,pequeña,no dato
medellin,industrias básicas de hierro y de acero.,c.24.241.,gerente,pequeña,no dato
medellin,extracción de oro y otros metales preciosos.,b.07.072.0722,director de desarrollo humano,grande,explotación minas/canteras
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,otro
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,otro
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietaria,pequeña,otro
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,propietario,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietario,pequeña,otro
medellin,"comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados.",g.47.474.4741,administradora,pequeña,otro
medellin,confección de prendas de vestir.,c.14.,administradora,pequeña,otro
medellin,"comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados.",g.47.476.4761,coordinadora de gestión humana,mediana,comunicaciones
medellin,comercio al por menor de otros artículos domésticos en establecimientos especializados.,g.47.475.4759,propietaria,pequeña,otro
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,propietaria,pequeña,otro
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,administradora,pequeña,ventas
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietaria,pequeña,ventas
medellin,"comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción.",g.46.466.4663,auxiliar administrativa,pequeña,construccion
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,propietario,pequeña,otro
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,otro
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administradora,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,ventas
medellin,fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales.,c.25.259.,gerente,pequeña,electricidad/gas-suministro
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administradora,pequeña,ventas
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,propietario,pequeña,otro
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administradora,pequeña,ventas
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administradora,pequeña,ventas
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,gerente,pequeña,ventas
medellin,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,administrador,mediana,ventas
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,administrador,pequeña,ventas
itagui,manipulación de carga.,h.52.522.5224,representante legal,pequeña,carga
itagui,confección de prendas de vestir.,c.14.,auxiliar de talento humano,mediana,textil
medellin,comercio al por mayor no especializado.,g.46.469.,gerente,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,"instalaciones eléctricas, de fontanería y otras instalaciones especializadas.",f.43.432.,gerente,pequeña,construccion
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados.",g.47.472.4729,vendedora,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de productos textiles en establecimientos especializados.,g.47.475.4751,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,administradora,pequeña,"comercio, hoteles y restaurantes"
envigado,fabricación de sustancias y productos químicos.,c.20.,contador,pequeña,industria manufacturera
envigado,fabricación de formas básicas de plástico,c.22.222.2221,asistente de gestión humana,pequeña,industria manufacturera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,construccion
medellin,comercio al por menor de artículos y utensilios de uso doméstico.,g.47.475.4755,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de prendas de vestir.,g.46.464.4642,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,construcción,f.,representante legal,mediana,construccion
medellin,organización de convenciones y eventos comerciales.,n.82.823.,comunicaciones,pequeña,no dato
medellin,educación,p.,adminisiones  y registro,grande,educacion
medellin,comercio al por mayor no especializado.,g.46.469.,lider talento humano,pequeña,no dato
la estrella,mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo.,c.33.331.,auxiliar talento humano,pequeña,no dato
medellin,"otras actividades de servicio financiero, excepto las de seguros y pensiones.",k.64.649.,lider de comunicaciones,pequeña,no dato
medellin,publicidad y estudios de mercado.,m.73.,adistente administrativa,pequeña,no dato
medellin,educación,p.,lider comunicaciones,pequeña,no dato
envigado,actividades de espectáculos musicales en vivo.,r.90.900.9007,gerente,pequeña,no dato
sabaneta,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,lider talento humano,pequeña,no dato
medellin,actividades de impresión y actividades de servicios relacionados con la impresión.,c.18.181.,lider talento humano,pequeña,no dato
medellin,educación,p.,lider talento humano,pequeña,no dato
medellin,"comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados.",g.47.472.4724,administrador,pequeña,no dato
envigado,otras actividades especializadas para la construcción de edificios y obras de ingeniería civil.,f.43.439.,topografa,pequeña,construccion
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,gerente,pequeña,construccion
medellin,publicidad.,m.73.731.,hr manager,mediana,publicidad
medellin,actividades de atención de la salud humana y de asistencia social,q.,auxiliar de talento humano,grande,otro
medellin,otras actividades de atención relacionadas con la salud humana.,q.86.869.,gerente,pequeña,salud
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,asistente administrativa,pequeña,transporte y almacenamiento
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,administrador,pequeña,transporte y almacenamiento
medellin,"fabricación de productos elaborados de metal, excepto maquinaria y equipo.",c.25.,propietario,pequeña,industria manufacturera
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,propietario,pequeña,transporte y almacenamiento
medellin,transporte de carga por carretera.,h.49.492.4923,representante legal,mediana,construccion
medellin,"comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores.",g.47.473.4732,coordinadora de gestión humana,mediana,industria manufacturera
medellin,comercio al por mayor de productos alimenticios.,g.46.463.4631,gerente comercial,pequeña,no dato
medellin,educación,p.,gerente,pequeña,no dato
medellin,educación,p.,lider de admisiones y registro,pequeña,no dato
itagui,"comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador.",g.46.464.4645,gerente,pequeña,no dato
medellin,publicidad y estudios de mercado.,m.73.,gerente,pequeña,no dato
medellin,otras actividades de tecnologías de información y actividades de servicios informáticos.,j.62.620.6209,gerente,pequeña,no dato
medellin,organización de convenciones y eventos comerciales.,n.82.823.,gerente,pequeña,no dato
medellin,organización de convenciones y eventos comerciales.,n.82.823.,lider comercial,pequeña,no dato
medellin,educación,p.,jefe talento humano,grande,educacion
medellin,organización de convenciones y eventos comerciales.,n.82.823.,gerente,pequeña,no dato
medellin,actividades inmobiliarias,l.,lider comunicaciones,pequeña,no dato
medellin,publicidad y estudios de mercado.,m.73.,gerente,pequeña,no dato
medellin,actividades inmobiliarias,l.,lider comunicaciones,pequeña,no dato
medellin,fabricación de otros tipos de equipo eléctrico n.c.p.,c.27.279.,lider comercial,pequeña,no dato
medellin,cultivos agrícolas transitorios.,a.01.011.,directora comercial,pequeña,no dato
medellin,construcción,f.,gerente,pequeña,no dato
medellin,organización de convenciones y eventos comerciales.,n.82.823.,lider recursos humanos,pequeña,no dato
medellin,actividades de asociaciones.,s.94.,asistente talento humano,mediana,no dato
la estrella,"comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador.",g.46.464.4645,director comercial,pequeña,no dato
medellin,"fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico.",c.21.,gerente,pequeña,no dato
medellin,comercio de vehículos automotores.,g.45.451.,lider comunicaciones,pequeña,no dato
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,gerente,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,representante legal,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,otro
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,ventas
itagui,confección de prendas de vestir.,c.14.,representante legal,pequeña,confección
medellin,construcción de carreteras y vías de ferrocarril.,f.42.421.,gerente administración,pequeña,construccion
medellin,actividades de asociaciones.,s.94.,director ejecutivo,pequeña,"servicios comunales, sociales y personales"
medellin,terminación y acabado de edificios y obras de ingeniería civil.,f.43.433.,representante legal,mediana,construccion
medellin,"comercio al por mayor de computadores, equipo periférico y programas de informática.",g.46.465.4651,asistente administrativa,pequeña,comunicaciones
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,director de obra,mediana,construccion
caldas,construcción de otras obras de ingeniería civil.,f.42.429.,coordinadora administrativa,mediana,construccion
medellin,organización de convenciones y eventos comerciales.,n.82.823.,abogada,mediana,servicios
medellin,actividades de otras asociaciones.,s.94.949.,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades de otras asociaciones.,s.94.949.,representante legal,pequeña,intermediación financiera
medellin,actividades de las cooperativas financieras.,k.64.642.6424,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
copacabana,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
itagui,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
envigado,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
girardota,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,"actividades de asociaciones empresariales y de empleadores, y asociaciones profesionales.",s.94.941.,representante legal,pequeña,intermediación financiera
medellin,actividades financieras de fondos de empleados y otras formas asociativas del sector solidario.,k.64.649.6492,representante legal,pequeña,intermediación financiera
medellin,otras actividades de tecnologías de información y actividades de servicios informáticos.,j.62.620.6209,gestión humana,pequeña,tecnologia
medellin,actividades de consultaría de gestión.,m.70.702.,directora organizacional,pequeña,otro
medellin,actividades de administración empresarial.,m.70.701.,auxiliar gestion humana,grande,servicos
medellin,preparación del terreno.,f.43.431.4312,administradora,mediana,construccion
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,psicologa,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,consultora organizacional,pequeña,"comercio, hoteles y restaurantes"
medellin,"fabricación de joyas, bisutería y artículos conexos.",c.32.321.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,actividades de arquitectura e ingeniería; ensayos y análisis técnicos.,m.71.,administrador,pequeña,construccion
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,mediana,"comercio, hoteles y restaurantes"
medellin,otras actividades especializadas para la construcción de edificios y obras de ingeniería civil.,f.43.439.,profesional social,pequeña,construccion
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,elaboración de productos de panadería.,c.10.108.1081,gerente,pequeña,panaderia
medellin,actividades de paisajismo y servicios de mantenimiento conexos.,n.81.813.,gestor social,pequeña,paisajismo
medellin,construcción de otras obras de ingeniería civil.,f.42.429.,representante legal,mediana,"servicios comunales, sociales y personales"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,transporte de carga por carretera.,h.49.492.4923,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por menor de otros productos en establecimientos especializados.,g.47.477.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,otras actividades auxiliares de las actividades de servicios financieros n.c.p.,k.66.661.6619,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,cría de ganado bovino y bufalino.,a.01.014.0141,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,otras actividades de servicios,s.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,actividades inmobiliarias,l.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,actividades inmobiliarias,l.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,"comercio al por mayor de productos textiles, productos confeccionados para uso doméstico.",g.46.464.4641,representante legal,mediana,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de maquinaria y equipo.,g.46.465.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"otras actividades profesionales, científicas y técnicas.",m.74.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,actividades de administración empresarial; actividades de consultoría de gestión.,m.70.,representante legal,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por mayor a cambio de una retribución o por contrata.,g.46.461.,propietaria,pequeña,"comercio, hoteles y restaurantes"
medellin,confección de prendas de vestir.,c.14.,representante legal,pequeña,industria manufacturera
medellin,"comercio al por menor de combustible, lubricantes, aditivos y productos de limpieza para automotores, en establecimientos especializados.",g.47.473.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",n.77.773.,auxiliar de gestion humana,pequeña,"servicios comunales, sociales y personales"
medellin,mantenimiento y reparación de vehículos automotores.,g.45.452.,administrador,pequeña,"servicios comunales, sociales y personales"
medellin,comercio al por mayor de aparatos y equipo de uso doméstico.,g.46.464.4644,auxiliar de gestion humana,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
itagui,actividades de la práctica odontológica.,q.86.862.8622,auxiliar,pequeña,"servicios comunales, sociales y personales"
itagui,comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados.,g.47.477.4772,administrador,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietario,pequeña,"comercio, hoteles y restaurantes"
medellin,fabricación de colchones y somieres.,c.31.312.,gerente,mediana,industria manufacturera
medellin,actividades especializadas de diseño.,m.74.741.,administrador,pequeña,diseño
itagui,elaboración de productos alimenticios.,c.10.,gestion humana,pequeña,alimentaci
medellin,publicidad y estudios de mercado.,m.73.,lider de talento humano,pequeña,publicidad
medellin,"fabricación de muebles, colchones y somieres.",c.31.,gerente,pequeña,industria manufacturera
medellin,educación,p.,gestion humana,mediana,educacion
medellin,publicidad y estudios de mercado.,m.73.,lider de comunicaciones,mediana,publicidad
bogota,estudios de mercado y realización de encuestas de opinión pública.,m.73.732.,analista de talento humano,mediana,investigac
medellin,"fabricación de joyas, bisutería y artículos conexos.",c.32.321.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de otros productos nuevos en establecimientos especializados.,g.47.477.4774,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados.",g.47.472.4729,administradora,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,representante  legal,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por menor en establecimientos no especializados.,g.47.471.,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados.",g.47.475.4752,representante legal,pequeña,"comercio, hoteles y restaurantes"
medellin,"comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados.",g.47.477.4773,asesora de ventas,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor de prendas de vestir.,g.46.464.4642,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administrador,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,propietaria,pequeña,"comercio, hoteles y restaurantes"
itagui,comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados.,g.47.477.4771,administradora,mediana,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,expendio a la mesa de comidas preparadas.,i.56.561.5611,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,obras de ingeniería civil.,f.42.,salud ocupacional,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,empresario,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
medellin,comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,g.,administrador,pequeña,"comercio, hoteles y restaurantes"
